0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-15.180615258291475,-3.3565361335280652,8.914369804050313,-11.29217300528823,-19.73326737077308,-22.567469416634413,46.71141525127001,-13.607356834701775,83.73716089945918,-32.510301803237,7.621859318659094,-15.919332973808894,-23.295132914140446,9.19530631543202,-10.384898126106215,-16.672350891235407,-13.51758997661873,-18.57444587124458,64.24096961489919,-23.291524116978668,-9.232261872046507,-10.683893620556436,-7.6703769427320765,-35.438112859670575,2.436607340074019,-24.02556947323043,-21.01239316175371,-31.093547320714322,-30.99036766520817,-16.767097791756058,-29.74701164909036,-9.470839672430742,-10.840240354726678,-6.004717558792169,25.998893303648064,-23.346506394425866,19.530296573929814,-9.233848254214848,-14.720705207145057,-24.097772643068716,-6.652521705745965,-2.99026104103614,-11.783828838770347,51.646690698546806,-22.670876639731304,-8.413917466496786,-9.178288347320436,5.078551464625806,0.24888189869178845,-4.935567804721696,-7.768971983067025,-14.9723785982278,-3.5066352576831417,17.369182187932022,3.7278075474308388,-5.218457938912209,21.31298513644905,3.484665438084127,12.578176431793738,1.1571189651550107,-6.112922653318453,-5.449105584640034,-6.901614256979585,-5.894486978819195,-4.9191135907604995,5.261209845418762,-1.5396977785865467,-3.178775643778045,4.2779909665279305,-1.3101283979782492,7.989987715696792,7.412559955141978,9.221629691936275,-0.43362540166824126,0.3826499781496776,-4.1410473307727464,2.5611013424757356,1.3032534732313295,12.365984579266316,2.203024154014116,10.44477324434786,-17.833603522213853,-12.432115352642803,-5.058591188744094,11.079363808913868,-2.7257400179518925,-5.461368879812701,8.517531977513734,2.0895440014435707,-1.0671616297449091,-3.357831088451238,-7.444644395430098,2.0855898392535472,19.247011630833832,11.407507929221453,-0.8462564069802898,6.232363558539718,-5.309319133705747,-22.656688524188514,-1.550287492437759
-11.025416369708237,-3.4763008783125127,20.034238625000967,-12.828478524683739,-24.835206702552163,-24.870308406396106,52.896983907667426,-16.23797205484785,86.18737233855535,-37.657931036806865,1.9188777384528741,-15.419446873394843,-21.729787160192977,2.021323993107444,0.8251698544774655,-19.964197342280997,-7.882457867512677,-28.144173292483256,68.45783063028225,-25.378059178809117,-42.47326781890325,-5.771264050573588,-40.927255738616324,-34.74516708161481,-1.6117144729673702,-22.54027483152246,-20.762090699488823,-29.861702910310193,-31.815739665411453,-24.160305557026792,-32.17450561402964,-20.27080012535353,-15.725482098067628,-7.447216331586897,28.120310225489856,-20.613266470328114,23.752765185059292,-23.75459252262742,-22.674159270015295,-27.31760649698697,-6.302375684303147,-3.1262685867393127,-43.57311700059992,60.78303080686498,-25.76608767278922,-3.00968784761136,-15.63998665391574,4.209359773852831,3.252830185706175,-8.216744813245068,-10.58995812697216,-19.02333980433476,-2.803426416728561,16.104733765356627,-0.8514606063744932,-7.2540009604739755,23.255823308012157,0.570000159078841,15.01331803144859,-0.3714328836213241,-11.554644701973032,1.1443421824448237,-6.475847321175518,-5.176250420398446,-10.500410989238016,-18.82536605404124,2.5494209199214737,-2.39614812224469,3.6071361942334086,-5.9333408435607735,9.016336894914412,9.815811780071288,15.95546856425815,-2.9170887714468026,-2.6489267038433124,-8.190818124278035,7.039002852446684,0.392672951817989,16.738815550368322,0.28750324561977436,12.658948630691395,-19.0533966705612,-20.365707469601514,-0.3107962045026067,16.567016804949358,-0.6627356395951978,-5.085730124632637,4.53227413306502,-1.6782170929057054,-2.523452644350132,-7.963435136910028,-9.93765231844128,3.574955025171098,20.757758869582986,3.368162963505714,-0.4257112465588051,11.899872246236427,-4.045924764658465,-21.81436873382852,0.8016560803858193
-7.871687978630977,-3.4036961420651064,27.45384338768083,-12.993603227008085,-28.989360554617214,-26.593187068671668,58.828621689962944,-18.174858949327803,90.86147847380013,-42.686641710615945,-1.0049951196820501,-15.232035371703752,-20.112716038727225,-8.908327652705594,6.629122186661789,-23.03754154437455,-2.716520213431423,-35.6453448842898,74.37327806256849,-26.16602026234393,-71.62277592991366,-2.47061517305651,-69.56990333702083,-36.075069190459786,-5.108263964155281,-21.224221038597804,-20.28892166150774,-29.036563163695885,-32.29035202040007,-30.93452236601647,-34.635693236291374,-33.4080614894626,-19.491976893790273,-7.705924133756991,30.322930287767356,-19.165560695865267,28.325656537222383,-39.52778528465058,-29.104638942640356,-30.48364414387384,-5.317962981502756,-3.5083193569016107,-66.68590438800868,68.13826375677715,-29.264670650369535,1.0432426617875024,-19.101743500483103,5.010012195017121,6.035251649075027,-9.874757323049035,-12.061998315439304,-21.65902224144094,-1.8799393879806452,15.222303333553683,-4.486633279791423,-8.522070666415905,24.646289634513757,-2.1410516820075003,15.9888581975695,-2.3467710901066,-16.276834734956594,7.16778978289269,-5.330365026914567,-5.82234464581399,-15.582404807464549,-40.51526188822939,5.70245927738833,-1.6908714810696104,4.5547231663804855,-8.977585632757282,11.071651904049524,11.849177383694244,20.459228771799662,-4.314344225425355,-4.611568027442522,-9.536037701024846,10.679876471209829,-2.5894624257230667,19.92399320117457,0.2787810176942287,14.366420179251923,-23.64824692496481,-26.869370268112366,3.5415038122303812,21.160605197328238,4.253757490568958,-5.745964834472014,1.0888539117302463,-3.726066504399254,-2.9015084875484263,-11.156760820491854,-12.472149693476716,5.736706614982609,21.59691772011346,-3.284807011369903,1.3961161656143215,17.15075227776198,-3.550164748399025,-20.484124550754505,2.3732566483431405
-6.302471589846332,-3.3312951836872573,30.015953435366818,-11.123086211188728,-31.420649076481627,-27.745427908201933,63.88615272616866,-19.081162298190705,97.99285355085992,-47.313694326432966,-0.5928567057923235,-15.578837968295531,-18.996654025310285,-26.438316278743883,6.591735463842589,-25.404661981862326,1.2645485867691306,-39.51920036340825,80.94787399507108,-25.71128571384276,-91.62637202443767,-1.2798374234736585,-89.95381465433927,-39.92675540233357,-7.726512848097938,-20.333508811416035,-19.551188764730654,-28.950653162088248,-31.970052852001906,-35.34037417582503,-36.63119032145023,-49.80829500971166,-21.292577461153755,-6.737541923581595,32.695982892651685,-19.157699402751067,33.415881546064874,-56.762082605088594,-32.76223922815857,-32.976697627046775,-3.953684093166121,-3.6595000231206782,-79.7840227267403,73.06596551932628,-32.30143090176206,3.2647468476760864,-18.796987992713856,7.975463450250416,8.343912891760088,-9.027348021920826,-12.215576031955917,-22.128155689169162,-0.05136689519307147,14.835337224449084,-6.255314248162102,-9.643920046374458,25.900902747264553,-4.582445244394201,15.850181526721869,-4.579667239794466,-19.571450774634613,11.929289061433192,-3.5767689760365178,-9.264337888942382,-20.22781797810903,-59.08208361099372,7.832232144417521,-1.321307195961511,7.567171068780009,-9.294648760200818,14.438991465025968,12.214521951932259,21.993613070693264,-4.986258939265948,-4.979569141998093,-7.308442248388367,13.400033469511348,-7.426459495614036,21.82971894125345,2.5384966813065635,15.029253966207662,-33.3757026136985,-31.037319403537385,5.770459910910741,23.868889325675926,12.876862168316372,-7.433577118225459,-0.07347501705638892,-3.21936683690903,-1.6518102034810287,-12.514750300024499,-14.771739743045845,8.902682595004476,21.906305543227653,-8.168205749430747,4.253595466693547,20.99977388551723,-3.637071482131726,-19.29151931330184,2.9530989104378698
-6.1960356074221945,-4.45141517352137,29.06715452579738,-6.685431881406167,-31.690222784667384,-28.239153417811853,67.69701569978963,-19.312006142641508,106.31063853517483,-50.99430899029611,2.3999597285595797,-16.29954212577199,-18.129856149265642,-50.86517417353488,4.970055347386527,-26.724734163824504,3.62727918428763,-38.786294651424726,85.13144974180769,-25.549484071817954,-101.14251575489473,-2.176523294238317,-101.80993973483119,-44.80077616206708,-9.325735274670011,-19.921960493775135,-19.074927299204234,-29.80715480392258,-31.11987844426129,-36.65821312870314,-36.95637837431768,-70.63577405893601,-20.98606246399448,-5.78910378972013,35.62272839724962,-20.193929985837144,38.13661937614179,-75.2793151569921,-33.326174238222904,-34.197241062991054,-2.4205548377097017,-3.17750364010263,-86.11081667364924,76.37061279846088,-34.08340145179598,3.7466645503441285,-15.734682924595054,11.712771153758606,9.957878226180533,-6.563490229499905,-12.07178083487589,-21.023827539783184,2.78395839959569,15.356498536826674,-5.758878764151168,-11.306842102189002,27.772439551596445,-6.560956953970631,16.30965665956333,-6.819677469271134,-20.503870284041028,15.065029766507141,-2.2410883618464457,-15.844442187829255,-23.80226515418432,-75.21048824499567,8.869923534163261,-1.83968027266216,12.039396797724127,-7.22612969418894,18.294376663672438,9.659002684707387,20.463832894776978,-5.478563322047717,-3.8945077793658096,-1.1069623887261066,15.42190009776293,-12.831082682597785,23.006192670907048,6.741313748289285,14.935521426986917,-46.07959794303678,-32.35993000599893,6.27222346423599,24.109218030536475,22.801367944605595,-9.56900675967956,2.4489366759108986,-0.32354230291279484,0.9621545400758214,-12.139862395746857,-16.34766637142407,12.198259921353559,21.771444396867924,-11.348736891876655,6.532810830692479,22.261573290392533,-3.7332175177160845,-19.150753953509984,2.628594394600259
-7.108721544387452,-7.459950949253127,27.100132699940747,-0.16676995621354607,-30.14108259296239,-27.838905024361836,70.64036488487666,-19.084694273835446,115.41075532183108,-53.22905581611569,6.550066633896878,-17.751920812370436,-16.896977569690314,-79.53179936907047,1.8032765895508902,-27.091257490348035,4.430201067466726,-32.8453743272776,84.57609827327839,-26.91770847524333,-103.19257640982654,-4.559597372177873,-106.8045355013566,-48.90576426159797,-9.791659103356798,-20.04176360602828,-19.386649049776764,-31.410666152502934,-30.764912972977264,-36.06822191482952,-33.78625952171106,-96.19807457473144,-19.740691047959935,-5.884195431949645,39.25444143069101,-21.72900234668815,42.02469300434054,-95.17454789866949,-30.906550931105787,-33.86770096251899,-0.35478005861492434,-2.2290205161201886,-88.5035998919411,79.40370216648292,-35.06919290698387,2.830382443872061,-11.95382333627051,14.709901406026788,10.341165343421737,-4.457980108281517,-11.717485087919185,-19.855516256706508,5.805759049483314,17.030405595297328,-3.8382886353344468,-13.548973709533724,30.067140935001856,-8.045182173851558,18.729693470097295,-9.43240734759493,-19.124666196908443,16.7697898290438,-2.4028249600652565,-23.185684902880528,-25.78782039442407,-89.21382054667586,8.405384097744133,-2.869382319692134,16.708086944556626,-4.054135806333784,21.947153562363116,4.566754829824015,15.378576404148006,-5.733373646431164,-1.8606659108619412,8.499655773275627,16.787699407389365,-17.459889545198948,24.253802798463212,11.903884627491408,14.7993278159339,-56.6979553233909,-31.23565988322718,5.7763672597163485,22.41224691142302,30.65425826713141,-11.73284234782618,7.872913852649139,3.8067650483027604,3.8497361071178204,-10.504112196506105,-16.987417632456218,14.243303603206051,20.379790985028713,-12.905995556861658,7.123797378849871,20.24558993367729,-3.8622464338021416,-20.207140215935922,1.7958661498779822
-8.450417258824922,-11.553414549388885,26.153811464281837,6.307362167641919,-27.147805816958332,-26.64597571352795,72.86302620135399,-18.23841071269615,126.19332124264783,-53.63011685309186,10.526196220044097,-20.457063679873787,-15.364284193441854,-108.59045422951323,-3.846810297237962,-27.011555440946665,4.286519261249921,-21.798870094903616,78.89186302023731,-30.501219813222345,-101.89656427131251,-7.01847235539287,-107.26655654976913,-51.00408166150485,-9.048272969684902,-21.031878669482165,-20.300419600964627,-33.35168950004116,-31.599573591695297,-34.74598782183631,-26.032704648044145,-122.55708255913007,-19.069964231170307,-7.512524062705584,43.35091780346956,-23.320256805195662,45.87525653122028,-114.11593672638628,-26.24894475623394,-31.875557963214163,1.9893793863141482,-1.4940042973155947,-88.29346632983153,82.70620050918983,-36.522191698043,1.294003246929556,-9.559362707445654,16.925471823496473,9.255344672472933,-4.314337837424908,-10.181464958299646,-19.7348551922143,7.984521885898797,19.386710321554247,-1.464477257959099,-15.488094265287332,31.61908368501021,-8.96178761629415,23.057728928353,-12.424257824546117,-16.939940186213427,18.007413968225087,-4.086277654308881,-27.74087569056942,-26.02986166970451,-100.01615924730896,6.434878440484086,-3.165314382792555,20.149754855079642,-0.6458181775217771,25.443114555352594,-0.9777795972211365,6.59822804173637,-5.450879341332052,0.31467494173832955,18.562832831494358,17.14048241133191,-21.130245297355817,25.922551916535994,16.372821340598367,15.492021039170233,-62.04543984284848,-28.623344487530687,4.920128502973293,20.573355238542753,34.816144487058736,-13.876571801717073,14.31892253205451,7.363218142496846,5.764331655459503,-8.351434191504074,-16.633371568418568,14.844802438218876,16.897261799938878,-12.965481648594377,5.778405005877664,15.371778179026979,-4.007354615748805,-21.82951638621587,1.043092263422512
-10.126004562002977,-14.357368755212315,27.076784353860635,10.851372573798287,-23.44336122677264,-24.513517640241403,74.59493089675615,-16.7681601872763,138.76782384686328,-51.879840260528795,13.45217829524057,-24.04972985402904,-13.866706086662397,-133.04393302959264,-10.967639758372755,-26.882182556169553,3.7430115000073485,-7.818864659577621,68.21920269035365,-36.638943023942595,-99.91149150880085,-8.242307051607117,-106.00763574538367,-50.02926214038985,-7.311944803023513,-23.272055068406093,-20.872724840199357,-34.709874595794595,-33.07066116633245,-33.12477751930152,-14.096146319877676,-142.19546530308685,-19.20861225428989,-11.225718744340515,47.62592175498098,-25.33140265130326,50.7665750186069,-127.8140324305819,-20.96282047517713,-28.841864115699707,3.095572463983938,-1.8386674360340418,-86.8159161120695,85.34457391830466,-38.58737838623137,-0.3738172114571725,-9.14615554698345,19.276430601020337,6.550675227714896,-6.419188910937054,-6.807847412397451,-20.686483737541035,8.815216181223349,21.588759349048274,0.8215856795254028,-15.808434999501745,31.77469778552409,-9.17164966864696,28.00411584386531,-15.030703123186349,-15.529977787473916,19.100643549457974,-6.1657990892271055,-27.797674732135857,-25.082788405366404,-106.68979406377001,3.8819536379037967,-1.8892095899479306,22.269682683560724,2.401516643366852,28.779792554661615,-4.293872190024125,-4.509176364003782,-4.724685192712134,1.955693590157051,26.110155124282016,15.90174404537993,-25.03729655256175,27.539329972654905,19.122329273807193,17.6269992594702,-62.53331868738782,-25.447522230299814,3.833759128362722,19.785832496491878,35.30571783226892,-15.816900472689053,20.44632757843972,8.839097279906992,6.043182019047071,-6.48405629275187,-15.284095750718013,14.79456090370632,10.800386481001343,-12.136518470699315,3.2489911483345546,9.551524042982928,-3.7605368485702106,-22.569626974799295,0.6044589051979301
-12.340401249672016,-14.244434760945555,29.95745829389977,13.523525059931963,-19.64635093168692,-20.835603114830356,76.32618946353773,-15.615025707458859,151.44109908393702,-47.91702343360767,15.608167567083726,-27.801745076008697,-12.770975719316016,-149.1444554912247,-16.22343382721194,-27.077284212443658,3.050151783515176,5.149747053893577,52.27137399025324,-43.59097956612813,-98.09795740904032,-7.952684710007185,-105.89455638378885,-44.75068088496135,-5.727519808001138,-26.917296064390523,-20.27021512355875,-33.702361616519156,-33.17689915161582,-31.113429872238918,0.07501900406195716,-151.5105170168213,-19.59212234308881,-16.89530080624082,52.001369125301636,-28.168765191069074,56.4929240354613,-135.1093559064283,-16.62900745078727,-26.25518764136041,1.8442174016090327,-3.7571271648903934,-84.90726059005986,85.85034842337176,-40.46974107115588,-1.814000003924967,-10.191146683946657,22.54075473771455,2.531023028847118,-9.639720268078026,-1.9794353506437696,-22.23995960686821,8.862527044034671,23.502031951129805,3.0340286177007347,-13.497483721451177,31.033561147020283,-8.756000205796562,31.803305810247956,-16.739467638247277,-15.2934241979878,19.149075188902795,-7.621136375865164,-24.227703985393674,-24.251347813792098,-109.80907289150193,1.6910480649652007,0.7595861325736832,23.18650007780714,4.546039192577052,31.829259419364167,-4.505561639063313,-15.058915661022766,-4.053995698088904,3.1286338597317385,30.348944788209117,13.178782945841023,-29.845499170619327,28.190076678604708,20.076622762714,20.981240616222777,-59.69978654578566,-23.03275718521811,2.932605900300871,19.682636223026535,33.22306903196261,-16.999904264544355,24.775867177397533,8.300224979189213,5.071956526379215,-5.522578050273638,-13.188088237759157,14.443740298819469,2.2391929188473227,-11.853327311801127,0.7698971204171632,5.249351425663632,-2.707648186166766,-21.56290683380162,0.4049557140537452
-14.623462272512715,-11.744791754934372,33.80018118059091,15.105588705327733,-15.479143215310021,-15.45823267187646,78.21070186202097,-16.15922752781595,161.98265846518018,-41.37878444267779,17.64502215279838,-30.371710219495522,-11.837464021208248,-157.2714157085527,-17.84180207115092,-27.92368875233123,3.273545256001203,14.568287611393835,31.26901826824828,-48.61787229876785,-96.63870638225065,-7.096086489906996,-108.30581969098372,-33.63131963011716,-5.606002816025612,-31.398491005576595,-18.537840453144042,-28.852413126358346,-29.320416973980446,-28.635302622279326,13.206999032937347,-152.5280771559633,-19.84692688225145,-23.167737104694076,57.29710447786553,-31.740504392791166,62.48531164073339,-137.6360548771742,-14.043124702165638,-25.10481893719352,-0.8430661827846198,-5.428035061835267,-83.19073757250905,83.46017847282809,-41.665122155440365,-1.975788754793749,-12.057656030763308,26.8883448501682,-1.361060600563973,-12.130586784502427,3.8445675999294977,-24.02215265141129,9.249211437496534,25.252768392996035,4.983420720097761,-8.526260207285699,29.263534133559894,-8.387791292471185,33.677694465604645,-18.069845776262483,-15.66361068741979,17.86999524556905,-8.169637304207326,-19.75236517810403,-24.170853420614097,-110.53977974592048,0.2492869409504479,3.899787309031886,22.112935025309586,5.975034477243312,34.24015727092482,-3.357536359523941,-22.539604742912793,-3.7723326042599883,4.368817524927163,32.21069769519316,10.369776497335017,-34.9986362392552,27.639075001695034,19.98140880161519,24.17477890101258,-53.856716474756446,-22.701784985396383,2.5539038782035526,19.294450198758966,30.13465599948059,-17.41279774466409,26.358896115645475,6.8153106596998025,3.7263067927443614,-5.265706674135449,-10.92208681258043,13.06747160307852,-7.216989590545687,-13.766050106483021,-0.30762925394826324,3.6722680659953397,-1.1331248351196344,-19.365770838053173,0.789363419179018
